date,session,cash,pending_am_to_pm,pending_next_day,equity_snapshot,host_recomputed,reconcile_abs_diff,positions,marks,month_end
2019-12-12,pm,94030.79999999996,0.0,0.0,213449.79999999996,213449.79999999996,0.0,sh.511010:300|sh.518880:12700|sz.159934:12800,sh.511010:118.758|sh.518880:3.3|sz.159934:3.272,false
2019-12-13,am,94030.79999999996,0.0,0.0,213449.79999999996,213449.79999999996,0.0,sh.511010:300|sh.518880:12700|sz.159934:12800,sh.511010:118.758|sh.518880:3.3|sz.159934:3.272,false
2019-12-13,pm,94030.79999999996,0.0,0.0,212468.99999999997,212468.99999999994,2.9103830456733704e-11,sh.511010:300|sh.518880:12700|sz.159934:12800,sh.511010:118.761|sh.518880:3.261|sz.159934:3.234,false
2019-12-16,am,94030.79999999996,0.0,0.0,212468.99999999997,212468.99999999994,2.9103830456733704e-11,sh.511010:300|sh.518880:12700|sz.159934:12800,sh.511010:118.761|sh.518880:3.261|sz.159934:3.234,false
2019-12-16,pm,94030.79999999996,0.0,0.0,213318.79999999993,213318.79999999996,2.9103830456733704e-11,sh.511010:300|sh.518880:12700|sz.159934:12800,sh.511010:118.746|sh.518880:3.294|sz.159934:3.268,false
2019-12-17,am,94030.79999999996,0.0,0.0,213318.79999999993,213318.79999999996,2.9103830456733704e-11,sh.511010:300|sh.518880:12700|sz.159934:12800,sh.511010:118.746|sh.518880:3.294|sz.159934:3.268,false
2019-12-17,pm,94030.79999999996,0.0,0.0,213250.99999999994,213250.99999999994,0.0,sh.511010:300|sh.518880:12700|sz.159934:12800,sh.511010:118.69|sh.518880:3.292|sz.159934:3.266,false
2019-12-18,am,94030.79999999996,0.0,0.0,213250.99999999994,213250.99999999994,0.0,sh.511010:300|sh.518880:12700|sz.159934:12800,sh.511010:118.69|sh.518880:3.292|sz.159934:3.266,false
2019-12-18,pm,94030.79999999996,0.0,0.0,213311.49999999994,213311.49999999997,2.9103830456733704e-11,sh.511010:300|sh.518880:12700|sz.159934:12800,sh.511010:118.722|sh.518880:3.295|sz.159934:3.267,false
2019-12-19,am,94030.79999999996,0.0,0.0,213311.49999999994,213311.49999999997,2.9103830456733704e-11,sh.511010:300|sh.518880:12700|sz.159934:12800,sh.511010:118.722|sh.518880:3.295|sz.159934:3.267,false
2019-12-19,pm,94030.79999999996,0.0,0.0,213269.59999999995,213269.59999999998,2.9103830456733704e-11,sh.511010:300|sh.518880:12700|sz.159934:12800,sh.511010:118.752|sh.518880:3.292|sz.159934:3.266,false
