run_id,arm,record_type,day,session,symbol,side,key,ref_commission,engine_commission,commission_diff,ref_stamp,engine_stamp,stamp_diff,ref_fees,engine_fees,fees_diff,ref_net_cash,engine_net_cash,net_cash_diff,ref_settled_cash,engine_settled_cash,settled_diff,ref_unsettled,engine_unsettled,unsettled_diff,ref_position_mv,engine_position_mv,mv_diff,ref_equity,engine_equity,equity_diff,exact_equity_diff,ref_shares,engine_shares,shares_diff,note
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-01-30,,,,2015-01-30,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-02-02,,,,2015-02-02,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-02-03,,,,2015-02-03,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-02-04,,,,2015-02-04,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-02-05,,,,2015-02-05,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-02-06,,,,2015-02-06,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-02-09,,,,2015-02-09,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-02-10,,,,2015-02-10,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-02-11,,,,2015-02-11,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-02-12,,,,2015-02-12,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-02-13,,,,2015-02-13,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-02-16,,,,2015-02-16,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-02-17,,,,2015-02-17,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-02-25,,,,2015-02-25,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-02-26,,,,2015-02-26,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-02-27,,,,2015-02-27,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-03-02,,,,2015-03-02,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-03-03,,,,2015-03-03,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-03-04,,,,2015-03-04,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-03-05,,,,2015-03-05,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-03-06,,,,2015-03-06,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-03-09,,,,2015-03-09,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-03-10,,,,2015-03-10,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-03-11,,,,2015-03-11,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-03-12,,,,2015-03-12,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-03-13,,,,2015-03-13,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-03-16,,,,2015-03-16,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-03-17,,,,2015-03-17,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-03-18,,,,2015-03-18,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-03-19,,,,2015-03-19,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-03-20,,,,2015-03-20,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-03-23,,,,2015-03-23,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-03-24,,,,2015-03-24,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-03-25,,,,2015-03-25,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-03-26,,,,2015-03-26,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-03-27,,,,2015-03-27,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-03-30,,,,2015-03-30,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-03-31,,,,2015-03-31,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-04-01,,,,2015-04-01,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-04-02,,,,2015-04-02,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-04-03,,,,2015-04-03,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-04-07,,,,2015-04-07,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-04-08,,,,2015-04-08,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-04-09,,,,2015-04-09,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-04-10,,,,2015-04-10,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-04-13,,,,2015-04-13,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-04-14,,,,2015-04-14,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-04-15,,,,2015-04-15,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-04-16,,,,2015-04-16,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-04-17,,,,2015-04-17,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-04-20,,,,2015-04-20,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-04-21,,,,2015-04-21,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-04-22,,,,2015-04-22,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-04-23,,,,2015-04-23,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-04-24,,,,2015-04-24,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-04-27,,,,2015-04-27,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-04-28,,,,2015-04-28,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-04-29,,,,2015-04-29,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-04-30,,,,2015-04-30,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-05-04,,,,2015-05-04,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-05-05,,,,2015-05-05,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-05-06,,,,2015-05-06,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-05-07,,,,2015-05-07,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-05-08,,,,2015-05-08,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-05-11,,,,2015-05-11,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-05-12,,,,2015-05-12,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-05-13,,,,2015-05-13,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-05-14,,,,2015-05-14,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-05-15,,,,2015-05-15,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-05-18,,,,2015-05-18,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-05-19,,,,2015-05-19,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-05-20,,,,2015-05-20,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-05-21,,,,2015-05-21,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-05-22,,,,2015-05-22,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-05-25,,,,2015-05-25,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-05-26,,,,2015-05-26,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-05-27,,,,2015-05-27,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-05-28,,,,2015-05-28,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-05-29,,,,2015-05-29,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-06-01,,,,2015-06-01,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-06-02,,,,2015-06-02,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-06-03,,,,2015-06-03,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-06-04,,,,2015-06-04,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-06-05,,,,2015-06-05,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-06-08,,,,2015-06-08,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-06-09,,,,2015-06-09,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-06-10,,,,2015-06-10,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-06-11,,,,2015-06-11,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2015-06-12,,,,2015-06-12,,,,,,,,,,,,,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,500000.00,0.00,0.00e+0,,,,
