arm,symbol_source,order_id,symbol,side,intent,decision_date,decision_session,live_date,live_session,engine_event,engine_shares,engine_limit_price,engine_ref_price,matcher_filled,matcher_reason,matcher_status,matcher_fill_type,matcher_fill_date,matcher_fill_session,matcher_shares,matcher_price,matcher_commission,matcher_stamp_tax,matcher_fees_total,engine_fill_id,engine_fill_shares,engine_fill_price,engine_fill_commission,engine_fill_stamp_tax,engine_fill_fees_total,fill_fields_match,probe_mode,core_fields_match,note
NOSNR-bin,,sz.002596-buy-2019-03-01-pm,sz.002596,buy,,2019-03-01,pm,2019-03-04,am,filled_limit_buy,2200,8.85,8.85,True,filled,full_fill,limit,2019-03-04,am,2200,8.85,5.00,0.00,5.00,F000316,2200,8.85,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
NOSNR-bin,,sz.002596-sell/risk-2019-03-05-am,sz.002596,sell,risk,2019-03-05,am,2019-03-05,pm,filled_limit_sell,300,10.23,10.23,True,filled,full_fill,limit,2019-03-05,pm,300,10.23,5.00,3.07,8.07,F000317,300,10.23,5.0,3.069,8.068999999999999,True,full,True,strict penetration: session high > q; fill at q
NOSNR-bin,,sz.002665-sell/risk-2019-03-07-am,sz.002665,sell,risk,2019-03-07,am,2019-03-07,pm,not_penetrated,,3.73,3.73,False,never_crossed,expired,,,,,,,,,,,,,,,,full,True,strict penetration required: session high > q (touch does not fill)
NOSNR-bin,,sz.002665-sell/risk-2019-03-07-pm,sz.002665,sell,risk,2019-03-07,pm,2019-03-08,am,filled_limit_sell,900,3.73,3.73,True,filled,full_fill,limit,2019-03-08,am,900,3.73,5.00,3.36,8.36,F000318,900,3.73,5.0,3.357,8.357,True,full,True,strict penetration: session high > q; fill at q
NOSNR-bin,,sz.000671-sell/risk-2019-03-15-am,sz.000671,sell,risk,2019-03-15,am,2019-03-15,pm,filled_limit_sell,300,8.0,8.0,True,filled,full_fill,limit,2019-03-15,pm,300,8.0,5.00,2.40,7.40,F000319,300,8.0,5.0,2.4,7.4,True,full,True,strict penetration: session high > q; fill at q
NOSNR-bin,,sh.603456-buy-2019-03-29-pm,sh.603456,buy,,2019-03-29,pm,2019-04-01,am,filled_limit_buy,2100,9.41,9.41,True,filled,full_fill,limit,2019-04-01,am,2100,9.41,5.00,0.00,5.00,F000324,2100,9.41,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
NOSNR-bin,,sh.600809-buy-2019-03-29-pm,sh.600809,buy,,2019-03-29,pm,2019-04-01,am,filled_limit_buy,300,60.47,60.47,True,filled,full_fill,limit,2019-04-01,am,300,60.47,5.00,0.00,5.00,F000325,300,60.47,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
NOSNR-bin,,sz.002080-buy-2019-03-29-pm,sz.002080,buy,,2019-03-29,pm,2019-04-01,am,not_penetrated,,13.9,13.9,False,never_crossed,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,strict penetration required: session low < p (touch does not fill)
NOSNR-bin,,sz.002475-buy-2019-03-29-pm,sz.002475,buy,,2019-03-29,pm,2019-04-01,am,filled_limit_buy,800,24.8,24.8,True,filled,full_fill,limit,2019-04-01,am,800,24.8,5.00,0.00,5.00,F000326,800,24.8,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
NOSNR-bin,,sh.601998-sell/risk-2019-03-29-pm,sh.601998,sell,risk,2019-03-29,pm,2019-04-01,am,filled_limit_sell,3000,6.29,6.29,True,filled,full_fill,limit,2019-04-01,am,3000,6.29,5.00,18.87,23.87,F000320,3000,6.29,5.0,18.87,23.87,True,full,True,strict penetration: session high > q; fill at q
NOSNR-bin,,sz.000671-sell/risk-2019-03-29-pm,sz.000671,sell,risk,2019-03-29,pm,2019-04-01,am,filled_limit_sell,2500,8.35,8.35,True,filled,full_fill,limit,2019-04-01,am,2500,8.35,5.00,20.88,25.88,F000321,2500,8.35,5.0,20.875,25.875,True,full,True,strict penetration: session high > q; fill at q
NOSNR-bin,,sz.002596-sell/risk-2019-03-29-pm,sz.002596,sell,risk,2019-03-29,pm,2019-04-01,am,filled_limit_sell,1900,9.94,9.94,True,filled,full_fill,limit,2019-04-01,am,1900,9.94,5.00,18.89,23.89,F000322,1900,9.94,5.0,18.886,23.886,True,full,True,strict penetration: session high > q; fill at q
NOSNR-bin,,sz.002665-sell/risk-2019-03-29-pm,sz.002665,sell,risk,2019-03-29,pm,2019-04-01,am,filled_limit_sell,5300,3.98,3.98,True,filled,full_fill,limit,2019-04-01,am,5300,3.98,5.00,21.09,26.09,F000323,5300,3.98,5.0,21.094,26.094,True,full,True,strict penetration: session high > q; fill at q
NOSNR-bin,,sz.002080-buy-2019-04-01-am,sz.002080,buy,,2019-04-01,am,2019-04-01,pm,filled_limit_buy,1300,14.81,14.81,True,filled,full_fill,limit,2019-04-01,pm,1300,14.81,5.00,0.00,5.00,F000327,1300,14.81,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
NOSNR-bin,,sh.601888-buy-2019-04-30-pm,sh.601888,buy,,2019-04-30,pm,2019-05-06,am,filled_limit_buy,200,77.49,77.49,True,filled,full_fill,limit,2019-05-06,am,200,77.49,5.00,0.00,5.00,F000328,200,77.49,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
NOSNR-bin,,sh.603658-buy-2019-04-30-pm,sh.603658,buy,,2019-04-30,pm,2019-05-06,am,filled_limit_buy,300,64.94,64.94,True,filled,full_fill,limit,2019-05-06,am,300,64.94,5.00,0.00,5.00,F000329,300,64.94,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
NOSNR-bin,,sz.001914-buy-2019-04-30-pm,sz.001914,buy,,2019-04-30,pm,2019-05-06,am,void_suspended,,10.54,10.54,False,suspended,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,no half-day bar this session (suspension / missing half-day row)
NOSNR-bin,,sz.002557-buy-2019-04-30-pm,sz.002557,buy,,2019-04-30,pm,2019-05-06,am,filled_limit_buy,800,22.51,22.51,True,filled,full_fill,limit,2019-05-06,am,800,22.51,5.00,0.00,5.00,F000330,800,22.51,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
NOSNR-bin,,sh.600809-sell/risk-2019-04-30-pm,sh.600809,sell,risk,2019-04-30,pm,2019-05-06,am,not_penetrated,,57.43,57.43,False,never_crossed,expired,,,,,,,,,,,,,,,,full,True,strict penetration required: session high > q (touch does not fill)
NOSNR-bin,,sh.603456-sell/risk-2019-04-30-pm,sh.603456,sell,risk,2019-04-30,pm,2019-05-06,am,not_penetrated,,7.96,7.96,False,never_crossed,expired,,,,,,,,,,,,,,,,full,True,strict penetration required: session high > q (touch does not fill)
NOSNR-bin,,sz.002080-sell/risk-2019-04-30-pm,sz.002080,sell,risk,2019-04-30,pm,2019-05-06,am,not_penetrated,,12.2,12.2,False,never_crossed,expired,,,,,,,,,,,,,,,,full,True,strict penetration required: session high > q (touch does not fill)
NOSNR-bin,,sz.002475-sell/risk-2019-04-30-pm,sz.002475,sell,risk,2019-04-30,pm,2019-05-06,am,not_penetrated,,26.09,26.09,False,never_crossed,expired,,,,,,,,,,,,,,,,full,True,strict penetration required: session high > q (touch does not fill)
NOSNR-bin,,sh.600809-sell/risk-2019-05-06-am,sh.600809,sell,risk,2019-05-06,am,2019-05-06,pm,filled_limit_sell,300,51.99,51.99,True,filled,full_fill,limit,2019-05-06,pm,300,51.99,5.00,15.60,20.60,F000331,300,51.99,5.0,15.597,20.597,True,full,True,strict penetration: session high > q; fill at q
NOSNR-bin,,sh.603456-sell/risk-2019-05-06-am,sh.603456,sell,risk,2019-05-06,am,2019-05-06,pm,not_penetrated,,7.7,7.7,False,never_crossed,expired,,,,,,,,,,,,,,,,full,True,strict penetration required: session high > q (touch does not fill)
NOSNR-bin,,sz.002080-sell/risk-2019-05-06-am,sz.002080,sell,risk,2019-05-06,am,2019-05-06,pm,filled_limit_sell,1300,11.64,11.64,True,filled,full_fill,limit,2019-05-06,pm,1300,11.64,5.00,15.13,20.13,F000332,1300,11.64,5.0,15.132,20.131999999999998,True,full,True,strict penetration: session high > q; fill at q
NOSNR-bin,,sz.002475-sell/risk-2019-05-06-am,sz.002475,sell,risk,2019-05-06,am,2019-05-06,pm,not_penetrated,,23.48,23.48,False,never_crossed,expired,,,,,,,,,,,,,,,,full,True,strict penetration required: session high > q (touch does not fill)
NOSNR-bin,,sz.001914-buy-2019-05-06-pm,sz.001914,buy,,2019-05-06,pm,2019-05-07,am,void_suspended,,11.59,11.59,False,suspended,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,no half-day bar this session (suspension / missing half-day row)
NOSNR-bin,,sh.603456-sell/risk-2019-05-06-pm,sh.603456,sell,risk,2019-05-06,pm,2019-05-07,am,filled_limit_sell,2100,7.53,7.53,True,filled,full_fill,limit,2019-05-07,am,2100,7.53,5.00,15.81,20.81,F000333,2100,7.53,5.0,15.813,20.813000000000002,True,full,True,strict penetration: session high > q; fill at q
NOSNR-bin,,sz.002475-sell/risk-2019-05-06-pm,sz.002475,sell,risk,2019-05-06,pm,2019-05-07,am,filled_limit_sell,800,23.48,23.48,True,filled,full_fill,limit,2019-05-07,am,800,23.48,5.00,18.78,23.78,F000334,800,23.48,5.0,18.784,23.784,True,full,True,strict penetration: session high > q; fill at q
NOSNR-bin,,sz.001914-buy-2019-05-07-pm,sz.001914,buy,,2019-05-07,pm,2019-05-08,am,void_suspended,,11.35,11.35,False,suspended,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,no half-day bar this session (suspension / missing half-day row)
NOSNR-bin,,sz.001914-buy-2019-05-08-pm,sz.001914,buy,,2019-05-08,pm,2019-05-09,am,void_suspended,,10.85,10.85,False,suspended,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,no half-day bar this session (suspension / missing half-day row)
NOSNR-bin,,sz.001914-buy-2019-05-09-pm,sz.001914,buy,,2019-05-09,pm,2019-05-10,am,void_suspended,,11.07,11.07,False,suspended,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,no half-day bar this session (suspension / missing half-day row)
NOSNR-bin,,sz.001914-buy-2019-05-10-pm,sz.001914,buy,,2019-05-10,pm,2019-05-13,am,void_suspended,,12.18,12.18,False,suspended,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,no half-day bar this session (suspension / missing half-day row)
NOSNR-bin,,sz.001914-buy-2019-05-13-pm,sz.001914,buy,,2019-05-13,pm,2019-05-14,am,void_suspended,,11.93,11.93,False,suspended,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,no half-day bar this session (suspension / missing half-day row)
NOSNR-bin,,sz.001914-buy-2019-05-14-pm,sz.001914,buy,,2019-05-14,pm,2019-05-15,am,void_suspended,,11.8,11.8,False,suspended,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,no half-day bar this session (suspension / missing half-day row)
NOSNR-bin,,sz.001914-buy-2019-05-15-pm,sz.001914,buy,,2019-05-15,pm,2019-05-16,am,void_suspended,,11.82,11.82,False,suspended,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,no half-day bar this session (suspension / missing half-day row)
NOSNR-bin,,sz.001914-buy-2019-05-16-pm,sz.001914,buy,,2019-05-16,pm,2019-05-17,am,void_suspended,,12.05,12.05,False,suspended,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,no half-day bar this session (suspension / missing half-day row)
NOSNR-bin,,sz.001914-buy-2019-05-17-pm,sz.001914,buy,,2019-05-17,pm,2019-05-20,am,void_suspended,,11.53,11.53,False,suspended,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,no half-day bar this session (suspension / missing half-day row)
NOSNR-bin,,sz.001914-buy-2019-05-20-pm,sz.001914,buy,,2019-05-20,pm,2019-05-21,am,void_suspended,,11.2,11.2,False,suspended,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,no half-day bar this session (suspension / missing half-day row)
NOSNR-bin,,sz.001914-buy-2019-05-21-pm,sz.001914,buy,,2019-05-21,pm,2019-05-22,am,void_suspended,,11.23,11.23,False,suspended,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,no half-day bar this session (suspension / missing half-day row)
NOSNR-bin,,sz.001914-buy-2019-05-22-pm,sz.001914,buy,,2019-05-22,pm,2019-05-23,am,void_suspended,,11.2,11.2,False,suspended,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,no half-day bar this session (suspension / missing half-day row)
NOSNR-bin,,sz.001914-buy-2019-05-23-pm,sz.001914,buy,,2019-05-23,pm,2019-05-24,am,void_suspended,,10.6,10.6,False,suspended,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,no half-day bar this session (suspension / missing half-day row)
NOSNR-bin,,sz.001914-buy-2019-05-24-pm,sz.001914,buy,,2019-05-24,pm,2019-05-27,am,void_suspended,,10.64,10.64,False,suspended,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,no half-day bar this session (suspension / missing half-day row)
NOSNR-bin,,sz.001914-buy-2019-05-27-pm,sz.001914,buy,,2019-05-27,pm,2019-05-28,am,void_suspended,,10.7,10.7,False,suspended,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,no half-day bar this session (suspension / missing half-day row)
NOSNR-bin,,sz.001914-buy-2019-05-28-pm,sz.001914,buy,,2019-05-28,pm,2019-05-29,am,void_suspended,,10.84,10.84,False,suspended,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,no half-day bar this session (suspension / missing half-day row)
NOSNR-bin,,sz.001914-buy-2019-05-29-pm,sz.001914,buy,,2019-05-29,pm,2019-05-30,am,void_suspended,,10.92,10.92,False,suspended,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,no half-day bar this session (suspension / missing half-day row)
NOSNR-bin,,sz.001914-buy-2019-05-30-pm,sz.001914,buy,,2019-05-30,pm,2019-05-31,am,void_suspended,,10.98,10.98,False,suspended,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,no half-day bar this session (suspension / missing half-day row)
NOSNR-bin,,sz.002537-buy-2019-05-31-pm,sz.002537,buy,,2019-05-31,pm,2019-06-03,am,filled_limit_buy,2500,7.83,7.83,True,filled,full_fill,limit,2019-06-03,am,2500,7.83,5.00,0.00,5.00,F000337,2500,7.83,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
NOSNR-bin,,sz.002511-buy-2019-05-31-pm,sz.002511,buy,,2019-05-31,pm,2019-06-03,am,not_penetrated,,10.48,10.48,False,never_crossed,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,strict penetration required: session low < p (touch does not fill)
NOSNR-bin,,sh.600004-buy-2019-05-31-pm,sh.600004,buy,,2019-05-31,pm,2019-06-03,am,not_penetrated,,15.67,15.67,False,never_crossed,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,strict penetration required: session low < p (touch does not fill)
NOSNR-bin,,sz.002847-buy-2019-05-31-pm,sz.002847,buy,,2019-05-31,pm,2019-06-03,am,filled_limit_buy,600,32.26,32.26,True,filled,full_fill,limit,2019-06-03,am,600,32.26,5.00,0.00,5.00,F000338,600,32.26,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
NOSNR-bin,,sh.601888-sell/risk-2019-05-31-pm,sh.601888,sell,risk,2019-05-31,pm,2019-06-03,am,filled_limit_sell,200,77.39,77.39,True,filled,full_fill,limit,2019-06-03,am,200,77.39,5.00,15.48,20.48,F000335,200,77.39,5.0,15.478,20.478,True,full,True,strict penetration: session high > q; fill at q
NOSNR-bin,,sh.603658-sell/risk-2019-05-31-pm,sh.603658,sell,risk,2019-05-31,pm,2019-06-03,am,not_penetrated,,65.31,65.31,False,never_crossed,expired,,,,,,,,,,,,,,,,full,True,strict penetration required: session high > q (touch does not fill)
NOSNR-bin,,sz.002557-sell/risk-2019-05-31-pm,sz.002557,sell,risk,2019-05-31,pm,2019-06-03,am,filled_limit_sell,800,21.92,21.92,True,filled,full_fill,limit,2019-06-03,am,800,21.92,5.00,17.54,22.54,F000336,800,21.92,5.0,17.536,22.536,True,full,True,strict penetration: session high > q; fill at q
NOSNR-bin,,sz.002511-buy-2019-06-03-am,sz.002511,buy,,2019-06-03,am,2019-06-03,pm,filled_limit_buy,1800,10.71,10.71,True,filled,full_fill,limit,2019-06-03,pm,1800,10.71,5.00,0.00,5.00,F000340,1800,10.71,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
NOSNR-bin,,sh.600004-buy-2019-06-03-am,sh.600004,buy,,2019-06-03,am,2019-06-03,pm,filled_limit_buy,1200,15.83,15.83,True,filled,full_fill,limit,2019-06-03,pm,1200,15.83,5.00,0.00,5.00,F000341,1200,15.83,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
NOSNR-bin,,sh.603658-sell/risk-2019-06-03-am,sh.603658,sell,risk,2019-06-03,am,2019-06-03,pm,filled_limit_sell,300,62.75,62.75,True,filled,full_fill,limit,2019-06-03,pm,300,62.75,5.00,18.83,23.83,F000339,300,62.75,5.0,18.825,23.825,True,full,True,strict penetration: session high > q; fill at q
NOSNR-bin,,sz.002511-sell/risk-2019-06-26-pm,sz.002511,sell,risk,2019-06-26,pm,2019-06-27,am,filled_limit_sell,300,12.43,12.43,True,filled,full_fill,limit,2019-06-27,am,300,12.43,5.00,3.73,8.73,F000342,300,12.43,5.0,3.729,8.729,True,full,True,strict penetration: session high > q; fill at q
NOSNR-bin,,sh.603909-buy-2019-06-28-pm,sh.603909,buy,,2019-06-28,pm,2019-07-01,am,not_penetrated,,21.51,21.51,False,never_crossed,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,strict penetration required: session low < p (touch does not fill)
NOSNR-bin,,sz.002032-buy-2019-06-28-pm,sz.002032,buy,,2019-06-28,pm,2019-07-01,am,not_penetrated,,75.83,75.83,False,never_crossed,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,strict penetration required: session low < p (touch does not fill)
NOSNR-bin,,sh.603421-buy-2019-06-28-pm,sh.603421,buy,,2019-06-28,pm,2019-07-01,am,not_penetrated,,19.5,19.5,False,never_crossed,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,strict penetration required: session low < p (touch does not fill)
NOSNR-bin,,sh.600900-buy-2019-06-28-pm,sh.600900,buy,,2019-06-28,pm,2019-07-01,am,filled_limit_buy,1100,17.9,17.9,True,filled,full_fill,limit,2019-07-01,am,1100,17.9,5.00,0.00,5.00,F000347,1100,17.9,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
NOSNR-bin,,sh.600004-sell/risk-2019-06-28-pm,sh.600004,sell,risk,2019-06-28,pm,2019-07-01,am,filled_limit_sell,1200,18.2,18.2,True,filled,full_fill,limit,2019-07-01,am,1200,18.2,5.00,21.84,26.84,F000343,1200,18.2,5.0,21.84,26.84,True,full,True,strict penetration: session high > q; fill at q
NOSNR-bin,,sz.002511-sell/risk-2019-06-28-pm,sz.002511,sell,risk,2019-06-28,pm,2019-07-01,am,filled_limit_sell,1500,12.28,12.28,True,filled,full_fill,limit,2019-07-01,am,1500,12.28,5.00,18.42,23.42,F000344,1500,12.28,5.0,18.42,23.42,True,full,True,strict penetration: session high > q; fill at q
NOSNR-bin,,sz.002537-sell/risk-2019-06-28-pm,sz.002537,sell,risk,2019-06-28,pm,2019-07-01,am,filled_limit_sell,2500,7.54,7.54,True,filled,full_fill,limit,2019-07-01,am,2500,7.54,5.00,18.85,23.85,F000345,2500,7.54,5.0,18.85,23.85,True,full,True,strict penetration: session high > q; fill at q
NOSNR-bin,,sz.002847-sell/risk-2019-06-28-pm,sz.002847,sell,risk,2019-06-28,pm,2019-07-01,am,filled_limit_sell,600,30.86,30.86,True,filled,full_fill,limit,2019-07-01,am,600,30.86,5.00,18.52,23.52,F000346,600,30.86,5.0,18.516000000000002,23.516000000000002,True,full,True,strict penetration: session high > q; fill at q
NOSNR-bin,,sh.603909-buy-2019-07-01-am,sh.603909,buy,,2019-07-01,am,2019-07-01,pm,filled_limit_buy,900,21.89,21.89,True,filled,full_fill,limit,2019-07-01,pm,900,21.89,5.00,0.00,5.00,F000348,900,21.89,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
NOSNR-bin,,sz.002032-buy-2019-07-01-am,sz.002032,buy,,2019-07-01,am,2019-07-01,pm,filled_limit_buy,200,77.55,77.55,True,filled,full_fill,limit,2019-07-01,pm,200,77.55,5.00,0.00,5.00,F000349,200,77.55,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
NOSNR-bin,,sh.603421-buy-2019-07-01-am,sh.603421,buy,,2019-07-01,am,2019-07-01,pm,filled_limit_buy,900,20.73,20.73,True,filled,full_fill,limit,2019-07-01,pm,900,20.73,5.00,0.00,5.00,F000350,900,20.73,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
NOSNR-bin,,sh.603360-buy-2019-07-31-pm,sh.603360,buy,,2019-07-31,pm,2019-08-01,am,filled_limit_buy,500,34.2,34.2,True,filled,full_fill,limit,2019-08-01,am,500,34.2,5.00,0.00,5.00,F000353,500,34.2,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
NOSNR-bin,,sz.002841-buy-2019-07-31-pm,sz.002841,buy,,2019-07-31,pm,2019-08-01,am,filled_limit_buy,200,78.19,78.19,True,filled,full_fill,limit,2019-08-01,am,200,78.19,5.00,0.00,5.00,F000354,200,78.19,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
NOSNR-bin,,sh.603678-buy-2019-07-31-pm,sh.603678,buy,,2019-07-31,pm,2019-08-01,am,filled_limit_buy,800,23.65,23.65,True,filled,full_fill,limit,2019-08-01,am,800,23.65,5.00,0.00,5.00,F000355,800,23.65,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
NOSNR-bin,,sh.603338-buy-2019-07-31-pm,sh.603338,buy,,2019-07-31,pm,2019-08-01,am,filled_limit_buy,300,62.38,62.38,True,filled,full_fill,limit,2019-08-01,am,300,62.38,5.00,0.00,5.00,F000356,300,62.38,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
NOSNR-bin,,sh.600900-sell/risk-2019-07-31-pm,sh.600900,sell,risk,2019-07-31,pm,2019-08-01,am,filled_limit_sell,1100,18.72,18.72,True,filled,full_fill,limit,2019-08-01,am,1100,18.72,5.00,20.59,25.59,F000351,1100,18.72,5.0,20.592,25.592,True,full,True,strict penetration: session high > q; fill at q
NOSNR-bin,,sh.603421-sell/risk-2019-07-31-pm,sh.603421,sell,risk,2019-07-31,pm,2019-08-01,am,not_penetrated,,18.04,18.04,False,never_crossed,expired,,,,,,,,,,,,,,,,full,True,strict penetration required: session high > q (touch does not fill)
NOSNR-bin,,sh.603909-sell/risk-2019-07-31-pm,sh.603909,sell,risk,2019-07-31,pm,2019-08-01,am,not_penetrated,,19.27,19.27,False,never_crossed,expired,,,,,,,,,,,,,,,,full,True,strict penetration required: session high > q (touch does not fill)
NOSNR-bin,,sz.002032-sell/risk-2019-07-31-pm,sz.002032,sell,risk,2019-07-31,pm,2019-08-01,am,filled_limit_sell,200,68.86,68.86,True,filled,full_fill,limit,2019-08-01,am,200,68.86,5.00,13.77,18.77,F000352,200,68.86,5.0,13.772,18.772,True,full,True,strict penetration: session high > q; fill at q
NOSNR-bin,,sh.603421-sell/risk-2019-08-01-am,sh.603421,sell,risk,2019-08-01,am,2019-08-01,pm,filled_limit_sell,900,17.65,17.65,True,filled,full_fill,limit,2019-08-01,pm,900,17.65,5.00,15.89,20.89,F000357,900,17.65,5.0,15.884999999999998,20.884999999999998,False,full,True,strict penetration: session high > q; fill at q
NOSNR-bin,,sh.603909-sell/risk-2019-08-01-am,sh.603909,sell,risk,2019-08-01,am,2019-08-01,pm,filled_limit_sell,900,19.01,19.01,True,filled,full_fill,limit,2019-08-01,pm,900,19.01,5.00,17.11,22.11,F000358,900,19.01,5.0,17.109,22.109,True,full,True,strict penetration: session high > q; fill at q
NOSNR-bin,,sh.600848-buy-2019-08-30-pm,sh.600848,buy,,2019-08-30,pm,2019-09-02,am,filled_limit_buy,700,27.28,27.28,True,filled,full_fill,limit,2019-09-02,am,700,27.28,5.00,0.00,5.00,F000363,700,27.28,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
NOSNR-bin,,sz.002241-buy-2019-08-30-pm,sz.002241,buy,,2019-08-30,pm,2019-09-02,am,filled_limit_buy,1400,13.16,13.16,True,filled,full_fill,limit,2019-09-02,am,1400,13.16,5.00,0.00,5.00,F000364,1400,13.16,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
NOSNR-bin,,sz.002732-buy-2019-08-30-pm,sz.002732,buy,,2019-08-30,pm,2019-09-02,am,filled_limit_buy,800,22.26,22.26,True,filled,full_fill,limit,2019-09-02,am,800,22.26,5.00,0.00,5.00,F000365,800,22.26,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
NOSNR-bin,,sz.002384-buy-2019-08-30-pm,sz.002384,buy,,2019-08-30,pm,2019-09-02,am,filled_limit_buy,1000,19.49,19.49,True,filled,full_fill,limit,2019-09-02,am,1000,19.49,5.00,0.00,5.00,F000366,1000,19.49,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
NOSNR-bin,,sh.603338-sell/risk-2019-08-30-pm,sh.603338,sell,risk,2019-08-30,pm,2019-09-02,am,filled_limit_sell,300,54.63,54.63,True,filled,full_fill,limit,2019-09-02,am,300,54.63,5.00,16.39,21.39,F000359,300,54.63,5.0,16.389,21.389,True,full,True,strict penetration: session high > q; fill at q
NOSNR-bin,,sh.603360-sell/risk-2019-08-30-pm,sh.603360,sell,risk,2019-08-30,pm,2019-09-02,am,filled_limit_sell,500,32.65,32.65,True,filled,full_fill,limit,2019-09-02,am,500,32.65,5.00,16.33,21.33,F000360,500,32.65,5.0,16.325,21.325,True,full,True,strict penetration: session high > q; fill at q
NOSNR-bin,,sh.603678-sell/risk-2019-08-30-pm,sh.603678,sell,risk,2019-08-30,pm,2019-09-02,am,filled_limit_sell,800,23.11,23.11,True,filled,full_fill,limit,2019-09-02,am,800,23.11,5.00,18.49,23.49,F000361,800,23.11,5.0,18.488,23.488,True,full,True,strict penetration: session high > q; fill at q
NOSNR-bin,,sz.002841-sell/risk-2019-08-30-pm,sz.002841,sell,risk,2019-08-30,pm,2019-09-02,am,filled_limit_sell,200,85.61,85.61,True,filled,full_fill,limit,2019-09-02,am,200,85.61,5.00,17.12,22.12,F000362,200,85.61,5.0,17.122,22.122,True,full,True,strict penetration: session high > q; fill at q
NOSNR-bin,,sz.002384-sell/risk-2019-09-05-am,sz.002384,sell,risk,2019-09-05,am,2019-09-05,pm,filled_limit_sell,200,22.69,22.69,True,filled,full_fill,limit,2019-09-05,pm,200,22.69,5.00,4.54,9.54,F000367,200,22.69,5.0,4.538,9.538,True,full,True,strict penetration: session high > q; fill at q
NOSNR-bin,,sz.002241-sell/risk-2019-09-19-pm,sz.002241,sell,risk,2019-09-19,pm,2019-09-20,am,filled_limit_sell,200,15.86,15.86,True,filled,full_fill,limit,2019-09-20,am,200,15.86,5.00,3.17,8.17,F000368,200,15.86,5.0,3.172,8.172,True,full,True,strict penetration: session high > q; fill at q
NOSNR-bin,,sz.002881-buy-2019-09-30-pm,sz.002881,buy,,2019-09-30,pm,2019-10-08,am,not_penetrated,,30.31,30.31,False,never_crossed,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,strict penetration required: session low < p (touch does not fill)
NOSNR-bin,,sh.603186-buy-2019-09-30-pm,sh.603186,buy,,2019-09-30,pm,2019-10-08,am,filled_limit_buy,500,39.4,39.4,True,filled,full_fill,limit,2019-10-08,am,500,39.4,5.00,0.00,5.00,F000373,500,39.4,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
